id,character_id,name,is_default,sort_order,image_url,image_local_url,combat_type,side,gender,species,tags,source_url
spiderman1,spiderman,Secret Wars: Renew Your Vows,false,6,https://thanosvibs.money/images-thumbnails/portraits/md/spiderman1.png,/mff-assets/uniforms/spiderman1.webp,Speed,Hero,Male,Human,"{""Spider-Sense"",""Leadership"",""Agility"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/spiderman1/skills
spiderman6,spiderman,Spider-Man: Far From Home,false,7,https://thanosvibs.money/images-thumbnails/portraits/md/spiderman6.png,/mff-assets/uniforms/spiderman6.webp,Speed,Hero,Male,Human,"{""Spider-Sense"",""Leadership"",""Agility"",""Physical"",""Lightning"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/spiderman6/skills
spiderman7,spiderman,Spider-Man: Far From Home (Stealth Suit),false,8,https://thanosvibs.money/images-thumbnails/portraits/md/spiderman7.png,/mff-assets/uniforms/spiderman7.webp,Speed,Hero,Male,Human,"{""Spider-Sense"",""Leadership"",""Agility"",""Physical"",""Energy"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/spiderman7/skills
spiderman4,spiderman,Spider-Man: Homecoming Homemade Suit,false,9,https://thanosvibs.money/images-thumbnails/portraits/md/spiderman4.png,/mff-assets/uniforms/spiderman4.webp,Speed,Hero,Male,Human,"{""Spider-Sense"",""Leadership"",""Agility"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/spiderman4/skills
spiderman9,spiderman,Spider-Man: No Way Home (Black & Gold Suit),false,10,https://thanosvibs.money/images-thumbnails/portraits/md/spiderman9.png,/mff-assets/uniforms/spiderman9.webp,Speed,Hero,Male,Human,"{""Spider-Sense"",""Leadership"",""Agility"",""Physical"",""Lightning"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/spiderman9/skills
spiderman8,spiderman,Spider-Man: No Way Home (Integrated Suit),false,11,https://thanosvibs.money/images-thumbnails/portraits/md/spiderman8.png,/mff-assets/uniforms/spiderman8.webp,Speed,Hero,Male,Human,"{""Spider-Sense"",""Leadership"",""Agility"",""Physical"",""Lightning"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/spiderman8/skills
spiderman11,spiderman,The Symbiote Suit,false,12,https://thanosvibs.money/images-thumbnails/portraits/md/spiderman11.png,/mff-assets/uniforms/spiderman11.webp,Speed,Hero,Male,Human,"{""Spider-Sense"",""Leadership"",""Symbiote"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/spiderman11/skills
milesmorales,spidermanmilesmorales,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/milesmorales.png,/mff-assets/uniforms/milesmorales.webp,Speed,Hero,Male,Human,"{""Spider-Sense"",""Agility"",""Leadership"",""Physical"",""Energy"",""Lightning"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/milesmorales/skills
milesmorales2,spidermanmilesmorales,Absolute Carnage,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/milesmorales2.png,/mff-assets/uniforms/milesmorales2.webp,Combat,Villain,Male,Human,"{""Spider-Sense"",""Symbiote"",""Pure Evil"",""Physical"",""Lightning"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/milesmorales2/skills
milesmorales5,spidermanmilesmorales,Ancient Curse,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/milesmorales5.png,/mff-assets/uniforms/milesmorales5.webp,Speed,Villain,Male,Human,"{""Spider-Sense"",""Agility"",""Leadership"",""Physical"",""Lightning"",""Instinct:Justice"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/milesmorales5/skills
milesmorales3,spidermanmilesmorales,Anniversary Special,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/milesmorales3.png,/mff-assets/uniforms/milesmorales3.webp,Speed,Hero,Male,Human,"{""Spider-Sense"",""Agility"",""Leadership"",""Physical"",""Lightning"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/milesmorales3/skills
milesmorales1,spidermanmilesmorales,Into the Spider-Verse,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/milesmorales1.png,/mff-assets/uniforms/milesmorales1.webp,Speed,Hero,Male,Human,"{""Spider-Sense"",""Agility"",""Leadership"",""Physical"",""Lightning"",""Instinct:Justice"",""Source:Sony"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/milesmorales1/skills
milesmorales4,spidermanmilesmorales,Spider-Man: Across the Spider-Verse,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/milesmorales4.png,/mff-assets/uniforms/milesmorales4.webp,Speed,Hero,Male,Human,"{""Spider-Sense"",""Agility"",""Leadership"",""Physical"",""Lightning"",""Instinct:Justice"",""Source:Sony"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/milesmorales4/skills
spiderman2099,spiderman2099,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/spiderman2099.png,/mff-assets/uniforms/spiderman2099.webp,Speed,Hero,Male,Human,"{""Spider-Sense"",""Leadership"",""Agility"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/spiderman2099/skills
spiderman20991,spiderman2099,"All-New, All-Different",false,1,https://thanosvibs.money/images-thumbnails/portraits/md/spiderman20991.png,/mff-assets/uniforms/spiderman20991.webp,Speed,Hero,Male,Human,"{""Spider-Sense"",""Leadership"",""Agility"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/spiderman20991/skills
spiderman20992,spiderman2099,Spider-Man: Across the Spider-Verse,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/spiderman20992.png,/mff-assets/uniforms/spiderman20992.webp,Speed,Hero,Male,Human,"{""Spider-Sense"",""Leadership"",""Agility"",""Physical"",""Instinct:Justice"",""Source:Sony"",""Tier-3""}",https://thanosvibs.money/api/characters/spiderman20992/skills
spiderwoman,spiderwoman,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/spiderwoman.png,/mff-assets/uniforms/spiderwoman.webp,Blast,Hero,Female,Human,"{""Spider-Sense"",""Leadership"",""Agility"",""Energy"",""Lightning"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/spiderwoman/skills
spiderwoman1,spiderwoman,Spider-Man: Across the Spider-Verse,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/spiderwoman1.png,/mff-assets/uniforms/spiderwoman1.webp,Blast,Hero,Female,Human,"{""Spider-Sense"",""Leadership"",""Agility"",""Energy"",""Lightning"",""Instinct:Justice"",""Source:Sony"",""Transcended""}",https://thanosvibs.money/api/characters/spiderwoman1/skills
spot,spot,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/spot.png,/mff-assets/uniforms/spot.webp,Speed,Villain,Male,Human,"{""Fast Movement"",""Pure Evil"",""Physical"",""Instinct:Cruelty"",""Source:Sony"",""Transcended""}",https://thanosvibs.money/api/characters/spot/skills
squirrelgirl,squirrelgirl,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/squirrelgirl.png,/mff-assets/uniforms/squirrelgirl.webp,Speed,Hero,Female,Human,"{""Agility"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/squirrelgirl/skills
squirrelgirl1,squirrelgirl,Marvel NOW!,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/squirrelgirl1.png,/mff-assets/uniforms/squirrelgirl1.webp,Speed,Hero,Female,Human,"{""Agility"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/squirrelgirl1/skills
squirrelgirl2,squirrelgirl,Nutty Titan,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/squirrelgirl2.png,/mff-assets/uniforms/squirrelgirl2.webp,Speed,Villain,Female,Human,"{""Agility"",""Pure Evil"",""Power Cosmic"",""Physical"",""Instinct:Justice"",""Source:Original"",""Tier-3""}",https://thanosvibs.money/api/characters/squirrelgirl2/skills
starlord,starlord,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/starlord.png,/mff-assets/uniforms/starlord.webp,Blast,Hero,Male,Alien,"{""Weapons Master"",""Command"",""Energy"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/starlord/skills
starlord4,starlord,Grounded,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/starlord4.png,/mff-assets/uniforms/starlord4.webp,Blast,Hero,Male,Alien,"{""Weapons Master"",""Command"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/starlord4/skills
starlord2,starlord,Guardians of the Galaxy 2,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/starlord2.png,/mff-assets/uniforms/starlord2.webp,Blast,Hero,Male,Alien,"{""Weapons Master"",""Command"",""Energy"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/starlord2/skills
starlord3,starlord,Marvel Studios' Avengers: Infinity War,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/starlord3.png,/mff-assets/uniforms/starlord3.webp,Blast,Hero,Male,Alien,"{""Weapons Master"",""Command"",""Energy"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/starlord3/skills
starlord5,starlord,Marvel Studios' Guardians of the Galaxy 3,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/starlord5.png,/mff-assets/uniforms/starlord5.webp,Blast,Hero,Male,Alien,"{""Weapons Master"",""Command"",""Guardians of the Galaxy"",""Energy"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/starlord5/skills
starlord1,starlord,Space Armor,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/starlord1.png,/mff-assets/uniforms/starlord1.webp,Blast,Hero,Male,Alien,"{""Weapons Master"",""Command"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/starlord1/skills
starlord6,starlord,Wastelanders,false,6,https://thanosvibs.money/images-thumbnails/portraits/md/starlord6.png,/mff-assets/uniforms/starlord6.webp,Blast,Hero,Male,Alien,"{""Weapons Master"",""Command"",""Guardians of the Galaxy"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/starlord6/skills
storm,storm,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/storm.png,/mff-assets/uniforms/storm.webp,Blast,Hero,Female,Mutant,"{""Shock"",""Command"",""Energy"",""Lightning"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/storm/skills
storm3,storm,Inhumans vs X-Men,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/storm3.png,/mff-assets/uniforms/storm3.webp,Blast,Hero,Female,Mutant,"{""Shock"",""Command"",""Energy"",""Lightning"",""Cold"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/storm3/skills
storm4,storm,Krakoan Summer,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/storm4.png,/mff-assets/uniforms/storm4.webp,Blast,Hero,Female,Mutant,"{""Shock"",""Command"",""Energy"",""Lightning"",""Cold"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/storm4/skills
storm5,storm,Marvel Animation's X-Men '97,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/storm5.png,/mff-assets/uniforms/storm5.webp,Blast,Hero,Female,Mutant,"{""Shock"",""Command"",""Energy"",""Lightning"",""Instinct:Order"",""Source:Animation"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/storm5/skills
storm1,storm,X-Men Red,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/storm1.png,/mff-assets/uniforms/storm1.webp,Blast,Hero,Female,Mutant,"{""Shock"",""Command"",""Energy"",""Lightning"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/storm1/skills
stryfe,stryfe,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/stryfe.png,/mff-assets/uniforms/stryfe.webp,Blast,Villain,Male,Mutant,"{""Pure Evil"",""Energy Projection"",""Energy"",""Physical"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/stryfe/skills
stryfe1,stryfe,Classic,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/stryfe1.png,/mff-assets/uniforms/stryfe1.webp,Blast,Villain,Male,Mutant,"{""Pure Evil"",""Energy Projection"",""Energy"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/stryfe1/skills
stryfe2,stryfe,The Tyrant of Spring,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/stryfe2.png,/mff-assets/uniforms/stryfe2.webp,Blast,Villain,Male,Mutant,"{""Pure Evil"",""Energy Projection"",""Energy"",""Instinct:Destruction"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/stryfe2/skills
sunbird,sunbird,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/sunbird.png,/mff-assets/uniforms/sunbird.webp,Speed,Hero,Male,Human,"{""Warriors of the Sky"",""Agility"",""Flame"",""Physical"",""Fire"",""Instinct:Justice"",""Source:Original"",""Transcended""}",https://thanosvibs.money/api/characters/sunbird/skills
sunbird1,sunbird,Moon Temple Defenders,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/sunbird1.png,/mff-assets/uniforms/sunbird1.webp,Speed,Hero,Male,Human,"{""Warriors of the Sky"",""Agility"",""Flame"",""Physical"",""Fire"",""Instinct:Justice"",""Source:Original"",""Transcended""}",https://thanosvibs.money/api/characters/sunbird1/skills
sunspot,sunspot,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/sunspot.png,/mff-assets/uniforms/sunspot.webp,Blast,Hero,Male,Mutant,"{""Flame"",""Fast Movement"",""Energy"",""Fire"",""Instinct:Order"",""Source:Animation"",""Tier-3""}",https://thanosvibs.money/api/characters/sunspot/skills
supergiant,supergiant,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/supergiant.png,/mff-assets/uniforms/supergiant.webp,Universal,Villain,Female,Alien,"{""Mind"",""Mind Resist"",""Black Order"",""Energy"",""Instinct:Destruction"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/supergiant/skills
supergiant1,supergiant,Dark Obsidian Armor,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/supergiant1.png,/mff-assets/uniforms/supergiant1.webp,Universal,Villain,Female,Alien,"{""Mind"",""Mind Resist"",""Black Order"",""Energy"",""Instinct:Destruction"",""Source:Original"",""Transcended""}",https://thanosvibs.money/api/characters/supergiant1/skills
swordmaster,swordmaster,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/swordmaster.png,/mff-assets/uniforms/swordmaster.webp,Combat,Hero,Male,Human,"{""Leadership"",""Weapons Master"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/swordmaster/skills
swordmaster1,swordmaster,Classic,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/swordmaster1.png,/mff-assets/uniforms/swordmaster1.webp,Combat,Hero,Male,Human,"{""Leadership"",""Weapons Master"",""Physical"",""Instinct:Justice"",""Source:Original"",""Transcended""}",https://thanosvibs.money/api/characters/swordmaster1/skills
sylvie,sylvie,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/sylvie.png,/mff-assets/uniforms/sylvie.webp,Universal,Hero,Female,Alien,"{""Mind"",""Chill"",""Energy"",""Instinct:Order"",""Source:Mcu"",""Tier-3""}",https://thanosvibs.money/api/characters/sylvie/skills
taskmaster,taskmaster,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/taskmaster.png,/mff-assets/uniforms/taskmaster.webp,Combat,Villain,Male,Human,"{""Weapons Master"",""Pure Evil"",""Physical"",""Instinct:Cruelty"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/taskmaster/skills
taskmaster1,taskmaster,Marvel Studios' Black Widow,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/taskmaster1.png,/mff-assets/uniforms/taskmaster1.webp,Combat,Villain,Male,Human,"{""Weapons Master"",""Pure Evil"",""Physical"",""Instinct:Cruelty"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/taskmaster1/skills
taskmaster2,taskmaster,Marvel Studios' Thunderbolts*,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/taskmaster2.png,/mff-assets/uniforms/taskmaster2.webp,Combat,Hero,Female,Human,"{""Weapons Master"",""Pure Evil"",""Thunderbolts"",""Physical"",""Instinct:Cruelty"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/taskmaster2/skills
thane,thane,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/thane.png,/mff-assets/uniforms/thane.webp,Universal,Villain,Male,Inhuman,"{""Strong"",""Durability"",""Pure Evil"",""Energy"",""Fire"",""Instinct:Destruction"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/thane/skills
thane1,thane,Phoenix Force,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/thane1.png,/mff-assets/uniforms/thane1.webp,Universal,Villain,Male,Inhuman,"{""Phoenix Force"",""Durability"",""Pure Evil"",""Energy"",""Fire"",""Instinct:Destruction"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/thane1/skills
thanos,thanos,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/thanos.png,/mff-assets/uniforms/thanos.webp,Universal,Villain,Male,Alien,"{""Power Cosmic"",""Durability"",""Pure Evil"",""Energy"",""Physical"",""Fire"",""Cold"",""Lightning"",""Poison"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thanos/skills
thanos3,thanos,Marvel Studios' Avengers: Endgame,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/thanos3.png,/mff-assets/uniforms/thanos3.webp,Universal,Villain,Male,Alien,"{""Power Cosmic"",""Durability"",""Pure Evil"",""Energy"",""Physical"",""Fire"",""Instinct:Destruction"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thanos3/skills
thanos2,thanos,Marvel Studios' Avengers: Infinity War,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/thanos2.png,/mff-assets/uniforms/thanos2.webp,Universal,Villain,Male,Alien,"{""Power Cosmic"",""Durability"",""Pure Evil"",""Energy"",""Physical"",""Fire"",""Instinct:Destruction"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thanos2/skills
thanos4,thanos,Obsidian King,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/thanos4.png,/mff-assets/uniforms/thanos4.webp,Universal,Villain,Male,Alien,"{""Power Cosmic"",""Durability"",""Pure Evil"",""Energy"",""Physical"",""Instinct:Destruction"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thanos4/skills
thanos1,thanos,Secret Wars: Infinity,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/thanos1.png,/mff-assets/uniforms/thanos1.webp,Universal,Villain,Male,Alien,"{""Power Cosmic"",""Durability"",""Pure Evil"",""Energy"",""Physical"",""Cold"",""Lightning"",""Poison"",""Fire"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thanos1/skills
thanos6,thanos,Thanos Wins,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/thanos6.png,/mff-assets/uniforms/thanos6.webp,Universal,Villain,Male,Alien,"{""Power Cosmic"",""Durability"",""Pure Evil"",""Energy"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thanos6/skills
thanos5,thanos,Wise Harvester,false,6,https://thanosvibs.money/images-thumbnails/portraits/md/thanos5.png,/mff-assets/uniforms/thanos5.webp,Universal,Villain,Male,Alien,"{""Power Cosmic"",""Durability"",""Pure Evil"",""Energy"",""Instinct:Destruction"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thanos5/skills
thehood,thehood,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/thehood.png,/mff-assets/uniforms/thehood.webp,Blast,Villain,Male,Human,"{""Pure Evil"",""Fast Movement"",""Energy"",""Instinct:Cruelty"",""Source:Mcu"",""Tier-3""}",https://thanosvibs.money/api/characters/thehood/skills
thing,thething,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/thing.png,/mff-assets/uniforms/thing.webp,Combat,Hero,Male,Human,"{""Strong"",""Durability"",""Fantastic Four"",""Physical"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/thing/skills
thing2,thething,Classic,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/thing2.png,/mff-assets/uniforms/thing2.webp,Combat,Hero,Male,Human,"{""Strong"",""Durability"",""Fantastic Four"",""Physical"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/thing2/skills
thing1,thething,Future Foundation,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/thing1.png,/mff-assets/uniforms/thing1.webp,Combat,Hero,Male,Human,"{""Strong"",""Durability"",""Fantastic Four"",""Physical"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/thing1/skills
thing4,thething,Marvel Studios' The Fantastic Four: First Steps,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/thing4.png,/mff-assets/uniforms/thing4.webp,Combat,Hero,Male,Human,"{""Strong"",""Durability"",""Fantastic Four"",""Physical"",""Fire"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/thing4/skills
thing3,thething,The Fall of the Fantastic Four,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/thing3.png,/mff-assets/uniforms/thing3.webp,Combat,Hero,Male,Human,"{""Strong"",""Durability"",""Fantastic Four"",""Physical"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/thing3/skills
thena,thena,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/thena.png,/mff-assets/uniforms/thena.webp,Universal,Hero,Female,Alien,"{""Leadership"",""Eternals"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/thena/skills
thena1,thena,Marvel Studios' Eternals,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/thena1.png,/mff-assets/uniforms/thena1.webp,Universal,Hero,Female,Alien,"{""Leadership"",""Eternals"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Tier-3""}",https://thanosvibs.money/api/characters/thena1/skills
thor,thor,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/thor.png,/mff-assets/uniforms/thor.webp,Universal,Hero,Male,Alien,"{""Shock"",""Leadership"",""Energy"",""Lightning"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thor/skills
thor10,thor,All-Father Reborn,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/thor10.png,/mff-assets/uniforms/thor10.webp,Universal,Hero,Male,Alien,"{""Shock"",""Leadership"",""Energy"",""Lightning"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thor10/skills
thor7,thor,Avengers: Age of Ultron,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/thor7.png,/mff-assets/uniforms/thor7.webp,Universal,Hero,Male,Alien,"{""Shock"",""Leadership"",""Energy"",""Lightning"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thor7/skills
thor8,thor,Herald of Thunder,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/thor8.png,/mff-assets/uniforms/thor8.webp,Universal,Hero,Male,Alien,"{""Shock"",""Leadership"",""Power Cosmic"",""Physical"",""Lightning"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thor8/skills
thor5,thor,Marvel Studios' Avengers: Endgame,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/thor5.png,/mff-assets/uniforms/thor5.webp,Universal,Hero,Male,Alien,"{""Shock"",""Leadership"",""Physical"",""Lightning"",""Energy"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thor5/skills
thor4,thor,Marvel Studios' Avengers: Infinity War,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/thor4.png,/mff-assets/uniforms/thor4.webp,Universal,Hero,Male,Alien,"{""Shock"",""Leadership"",""Physical"",""Lightning"",""Energy"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thor4/skills
thor9,thor,Marvel Studios' Thor: Love and Thunder,false,6,https://thanosvibs.money/images-thumbnails/portraits/md/thor9.png,/mff-assets/uniforms/thor9.webp,Universal,Hero,Male,Alien,"{""Shock"",""Leadership"",""Energy"",""Lightning"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thor9/skills
thor3,thor,Marvel Studios' Thor: Ragnarok,false,7,https://thanosvibs.money/images-thumbnails/portraits/md/thor3.png,/mff-assets/uniforms/thor3.webp,Universal,Hero,Male,Alien,"{""Shock"",""Leadership"",""Physical"",""Lightning"",""Energy"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thor3/skills
thor6,thor,Team Suit,false,8,https://thanosvibs.money/images-thumbnails/portraits/md/thor6.png,/mff-assets/uniforms/thor6.webp,Universal,Hero,Male,Alien,"{""Shock"",""Leadership"",""Physical"",""Lightning"",""Energy"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thor6/skills
thor2,thor,Unworthy,false,9,https://thanosvibs.money/images-thumbnails/portraits/md/thor2.png,/mff-assets/uniforms/thor2.webp,Universal,Hero,Male,Alien,"{""Shock"",""Leadership"",""Energy"",""Lightning"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/thor2/skills
janefoster,thorjanefoster,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/janefoster.png,/mff-assets/uniforms/janefoster.webp,Universal,Hero,Female,Human,"{""Shock"",""Fast Movement"",""Physical"",""Energy"",""Lightning"",""Instinct:Justice"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/janefoster/skills
