id,appearance_ability_id,stage_id,stage_order,effect_order,source_effect_id,ability_code,effect_name,description,duration,tick,persistent,metadata
appearance-ability:whitetiger1:uniform-passive:stage:100834001:0:effect:1008340013:2,appearance-ability:whitetiger1:uniform-passive,100834001,1,3,1008340013,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 10% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>10%</b> when attacking.""}"
appearance-ability:wiccan:leader-skill:stage:100842006:0:effect:1008420061:0,appearance-ability:wiccan:leader-skill,100842006,1,1,1008420061,9,ALL BASIC ATTACKS INCREASE,Increases all Basic Attacks by 24%,,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>24%</b>""}"
appearance-ability:wiccan:passive:stage:100840401:0:effect:1008404011:0,appearance-ability:wiccan:passive,100840401,1,1,1008404011,209,SILENCE,Silence,5,1,false,"{""rawDescription"":""Silence""}"
appearance-ability:wiccan:tier-2-passive:stage:100847001:0:effect:1008470011:0,appearance-ability:wiccan:tier-2-passive,100847001,1,1,1008470011,119,DURATION INCREASE,1 s increase to the duration of 120.,,,false,"{""rawDescription"":""<b>1</b>s increase to the duration of <b>120</b>.""}"
appearance-ability:wiccan:tier-2-passive:stage:100847001:0:effect:1008470012:1,appearance-ability:wiccan:tier-2-passive,100847001,1,2,1008470012,112,IGNORE DODGE,Ignores target's Dodge Rate by 20%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>20%</b>.""}"
appearance-ability:wiccan:tier-2-passive:stage:100847001:0:effect:1008470013:2,appearance-ability:wiccan:tier-2-passive,100847001,1,3,1008470013,119,DURATION INCREASE,1 s increase to the duration of 204.,,,false,"{""rawDescription"":""<b>1</b>s increase to the duration of <b>204</b>.""}"
appearance-ability:wong:leader-skill:stage:100922006:0:effect:1009220061:0,appearance-ability:wong:leader-skill,100922006,1,1,1009220061,221,PHYSICAL IMMUNITY,100% chance to become immune to Physical Damage.,12,,false,"{""rawDescription"":""<b>100%</b> chance to become immune to Physical Damage.""}"
appearance-ability:wong:passive:stage:100920401:0:effect:1009204011:0,appearance-ability:wong:passive,100920401,1,1,1009204011,37,ALL SPEED ↑,Increases All Speeds by 8%.,,,false,"{""rawDescription"":""Increases All Speeds by <b>8%</b>.""}"
appearance-ability:wong:tier-2-passive:stage:100927001:0:effect:1009270011:0,appearance-ability:wong:tier-2-passive,100927001,1,1,1009270011,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>30%</b>""}"
appearance-ability:wong:tier-2-passive:stage:100927001:0:effect:1009270012:1,appearance-ability:wong:tier-2-passive,100927001,1,2,1009270012,7,CRITICAL DAMAGE ↑,Critical Damage increases by 40%.,,,false,"{""rawDescription"":""Critical Damage increases by <b>40%</b>.""}"
appearance-ability:wong:tier-2-passive:stage:100927001:0:effect:1009270013:2,appearance-ability:wong:tier-2-passive,100927001,1,3,1009270013,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 15%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>15%</b>""}"
appearance-ability:wong1:leader-skill:stage:100922006:0:effect:1009220061:0,appearance-ability:wong1:leader-skill,100922006,1,1,1009220061,221,PHYSICAL IMMUNITY,100% chance to become immune to Physical Damage.,12,,false,"{""rawDescription"":""<b>100%</b> chance to become immune to Physical Damage.""}"
appearance-ability:wong1:passive:stage:100920401:0:effect:1009204011:0,appearance-ability:wong1:passive,100920401,1,1,1009204011,37,ALL SPEED ↑,Increases All Speeds by 8%.,,,false,"{""rawDescription"":""Increases All Speeds by <b>8%</b>.""}"
appearance-ability:wong1:tier-2-passive:stage:100927001:0:effect:1009270011:0,appearance-ability:wong1:tier-2-passive,100927001,1,1,1009270011,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>30%</b>""}"
appearance-ability:wong1:tier-2-passive:stage:100927001:0:effect:1009270012:1,appearance-ability:wong1:tier-2-passive,100927001,1,2,1009270012,7,CRITICAL DAMAGE ↑,Critical Damage increases by 40%.,,,false,"{""rawDescription"":""Critical Damage increases by <b>40%</b>.""}"
appearance-ability:wong1:tier-2-passive:stage:100927001:0:effect:1009270013:2,appearance-ability:wong1:tier-2-passive,100927001,1,3,1009270013,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 15%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>15%</b>""}"
appearance-ability:wong1:uniform-passive:stage:100925001:0:effect:1009250011:0,appearance-ability:wong1:uniform-passive,100925001,1,1,1009250011,19,COOLDOWN DURATION ↓,Decreases Skill Cooldown by 50%.,10,,false,"{""rawDescription"":""Decreases Skill Cooldown by <b>50%</b>.""}"
appearance-ability:wong2:leader-skill:stage:100922106:0:effect:1009221061:0,appearance-ability:wong2:leader-skill,100922106,1,1,1009221061,258,ALL DAMAGE IMMUNE,100% chance to grant All Damage Immunity,12,,false,"{""rawDescription"":""<b>100%</b> chance to grant All Damage Immunity""}"
appearance-ability:wong2:passive:stage:100922201:0:effect:1009222011:0,appearance-ability:wong2:passive,100922201,1,1,1009222011,299,Increases basic damage based on character's faction,Increases basic damage dealt to Hero faction by 53%.,,,false,"{""rawDescription"":""Increases basic damage dealt to <b>Hero</b> faction by <b>53%</b>.""}"
appearance-ability:wong2:passive:stage:100922201:0:effect:1009222012:1,appearance-ability:wong2:passive,100922201,1,2,1009222012,299,Increases basic damage based on character's faction,Increases basic damage dealt to Villain faction by 53%.,,,false,"{""rawDescription"":""Increases basic damage dealt to <b>Villain</b> faction by <b>53%</b>.""}"
appearance-ability:wong2:tier-2-passive:stage:100922301:0:effect:1009223011:0,appearance-ability:wong2:tier-2-passive,100922301,1,1,1009223011,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 40%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>40%</b>""}"
appearance-ability:wong2:tier-2-passive:stage:100922301:0:effect:1009223012:1,appearance-ability:wong2:tier-2-passive,100922301,1,2,1009223012,7,CRITICAL DAMAGE ↑,Critical Damage increases by 50%.,,,false,"{""rawDescription"":""Critical Damage increases by <b>50%</b>.""}"
appearance-ability:wong2:tier-2-passive:stage:100922301:0:effect:1009223013:2,appearance-ability:wong2:tier-2-passive,100922301,1,3,1009223013,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>30%</b>""}"
appearance-ability:wong2:uniform-passive:stage:100922401:0:effect:1009224011:0,appearance-ability:wong2:uniform-passive,100922401,1,1,1009224011,8,DODGE ↑,Dodge Rate increases by 15%.,,,false,"{""rawDescription"":""Dodge Rate increases by <b>15%</b>.""}"
appearance-ability:wong2:uniform-passive:stage:100922401:0:effect:1009224012:1,appearance-ability:wong2:uniform-passive,100922401,1,2,1009224012,6,CRITICAL RATE ↑,Critical Rate increases by 15%.,,,false,"{""rawDescription"":""Critical Rate increases by <b>15%</b>.""}"
appearance-ability:wong2:uniform-passive:stage:100922401:0:effect:1009224013:2,appearance-ability:wong2:uniform-passive,100922401,1,3,1009224013,314,Decreases all basic damage,Decreases basic damage received by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>30%</b>.""}"
appearance-ability:wong3:leader-skill:stage:100927806:0:effect:1009278061:0,appearance-ability:wong3:leader-skill,100927806,1,1,1009278061,258,ALL DAMAGE IMMUNE,100% chance to grant All Damage Immunity,12,,false,"{""rawDescription"":""<b>100%</b> chance to grant All Damage Immunity""}"
appearance-ability:wong3:passive:stage:100927901:0:effect:1009279011:0,appearance-ability:wong3:passive,100927901,1,1,1009279011,299,Increases basic damage based on character's faction,Increases basic damage dealt to Hero faction by 53%.,,,false,"{""rawDescription"":""Increases basic damage dealt to <b>Hero</b> faction by <b>53%</b>.""}"
appearance-ability:wong3:passive:stage:100927901:0:effect:1009279012:1,appearance-ability:wong3:passive,100927901,1,2,1009279012,299,Increases basic damage based on character's faction,Increases basic damage dealt to Villain faction by 53%.,,,false,"{""rawDescription"":""Increases basic damage dealt to <b>Villain</b> faction by <b>53%</b>.""}"
appearance-ability:wong3:tier-2-passive:stage:100929001:0:effect:1009290011:0,appearance-ability:wong3:tier-2-passive,100929001,1,1,1009290011,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 40%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>40%</b>""}"
appearance-ability:wong3:tier-2-passive:stage:100929001:0:effect:1009290012:1,appearance-ability:wong3:tier-2-passive,100929001,1,2,1009290012,7,CRITICAL DAMAGE ↑,Critical Damage increases by 50%.,,,false,"{""rawDescription"":""Critical Damage increases by <b>50%</b>.""}"
appearance-ability:wong3:tier-2-passive:stage:100929001:0:effect:1009290013:2,appearance-ability:wong3:tier-2-passive,100929001,1,3,1009290013,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>30%</b>""}"
appearance-ability:wong3:uniform-passive:stage:100929101:0:effect:1009291011:0,appearance-ability:wong3:uniform-passive,100929101,1,1,1009291011,8,DODGE ↑,Dodge Rate increases by 20%.,,,false,"{""rawDescription"":""Dodge Rate increases by <b>20%</b>.""}"
appearance-ability:wong3:uniform-passive:stage:100929101:0:effect:1009291012:1,appearance-ability:wong3:uniform-passive,100929101,1,2,1009291012,6,CRITICAL RATE ↑,Critical Rate increases by 20%.,,,false,"{""rawDescription"":""Critical Rate increases by <b>20%</b>.""}"
appearance-ability:wong3:uniform-passive:stage:100929101:0:effect:1009291013:2,appearance-ability:wong3:uniform-passive,100929101,1,3,1009291013,314,Decreases all basic damage,Decreases basic damage received by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>30%</b>.""}"
appearance-ability:yelenabelova:leader-skill:stage:102212006:0:effect:1022120061:0,appearance-ability:yelenabelova:leader-skill,102212006,1,1,1022120061,37,ALL SPEED ↑,Increases All Speeds by 6%.,,,false,"{""rawDescription"":""Increases All Speeds by <b>6%</b>.""}"
appearance-ability:yelenabelova:passive:stage:102210401:0:effect:1022104011:0,appearance-ability:yelenabelova:passive,102210401,1,1,1022104011,8,DODGE ↑,Dodge Rate increases by 30%.,,,false,"{""rawDescription"":""Dodge Rate increases by <b>30%</b>.""}"
appearance-ability:yelenabelova:tier-2-passive:stage:102217001:0:effect:1022170011:0,appearance-ability:yelenabelova:tier-2-passive,102217001,1,1,1022170011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 25%, increases Bonus Damage by 30%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>25%</b>, increases Bonus Damage by <b>30%</b>.""}"
appearance-ability:yelenabelova:tier-2-passive:stage:102217001:0:effect:1022170012:1,appearance-ability:yelenabelova:tier-2-passive,102217001,1,2,1022170012,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 25%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>25%</b>""}"
appearance-ability:yelenabelova1:leader-skill:stage:102212006:0:effect:1022120061:0,appearance-ability:yelenabelova1:leader-skill,102212006,1,1,1022120061,37,ALL SPEED ↑,Increases All Speeds by 6%.,,,false,"{""rawDescription"":""Increases All Speeds by <b>6%</b>.""}"
appearance-ability:yelenabelova1:passive:stage:102210401:0:effect:1022104011:0,appearance-ability:yelenabelova1:passive,102210401,1,1,1022104011,8,DODGE ↑,Dodge Rate increases by 30%.,,,false,"{""rawDescription"":""Dodge Rate increases by <b>30%</b>.""}"
appearance-ability:yelenabelova1:tier-2-passive:stage:102217001:0:effect:1022170011:0,appearance-ability:yelenabelova1:tier-2-passive,102217001,1,1,1022170011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 25%, increases Bonus Damage by 30%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>25%</b>, increases Bonus Damage by <b>30%</b>.""}"
appearance-ability:yelenabelova1:tier-2-passive:stage:102217001:0:effect:1022170012:1,appearance-ability:yelenabelova1:tier-2-passive,102217001,1,2,1022170012,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 25%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>25%</b>""}"
appearance-ability:yelenabelova1:uniform-passive:stage:102215001:0:effect:1022150011:0,appearance-ability:yelenabelova1:uniform-passive,102215001,1,1,1022150011,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 30% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>30%</b> when attacking.""}"
appearance-ability:yelenabelova1:uniform-passive:stage:102215001:0:effect:1022150012:1,appearance-ability:yelenabelova1:uniform-passive,102215001,1,2,1022150012,103,IGNORE DEFENSE,15% Ignore Defense,,,false,"{""rawDescription"":""<b>15%</b> Ignore Defense""}"
appearance-ability:yelenabelova2:leader-skill:stage:102212006:0:effect:1022120061:0,appearance-ability:yelenabelova2:leader-skill,102212006,1,1,1022120061,37,ALL SPEED ↑,Increases All Speeds by 6%.,,,false,"{""rawDescription"":""Increases All Speeds by <b>6%</b>.""}"
appearance-ability:yelenabelova2:passive:stage:102210401:0:effect:1022104011:0,appearance-ability:yelenabelova2:passive,102210401,1,1,1022104011,8,DODGE ↑,Dodge Rate increases by 30%.,,,false,"{""rawDescription"":""Dodge Rate increases by <b>30%</b>.""}"
appearance-ability:yelenabelova2:tier-2-passive:stage:102217001:0:effect:1022170011:0,appearance-ability:yelenabelova2:tier-2-passive,102217001,1,1,1022170011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 25%, increases Bonus Damage by 30%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>25%</b>, increases Bonus Damage by <b>30%</b>.""}"
appearance-ability:yelenabelova2:tier-2-passive:stage:102217001:0:effect:1022170012:1,appearance-ability:yelenabelova2:tier-2-passive,102217001,1,2,1022170012,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 25%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>25%</b>""}"
appearance-ability:yelenabelova2:uniform-passive:stage:102215101:0:effect:1022151011:0,appearance-ability:yelenabelova2:uniform-passive,102215101,1,1,1022151011,314,Decreases all basic damage,Decreases basic damage received by 15%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>15%</b>.""}"
appearance-ability:yelenabelova2:uniform-passive:stage:102215101:0:effect:1022151012:1,appearance-ability:yelenabelova2:uniform-passive,102215101,1,2,1022151012,112,IGNORE DODGE,Ignores target's Dodge Rate by 15%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>15%</b>.""}"
appearance-ability:yelenabelova3:leader-skill:stage:102212006:0:effect:1022120061:0,appearance-ability:yelenabelova3:leader-skill,102212006,1,1,1022120061,37,ALL SPEED ↑,Increases All Speeds by 6%.,,,false,"{""rawDescription"":""Increases All Speeds by <b>6%</b>.""}"
appearance-ability:yelenabelova3:passive:stage:102210401:0:effect:1022104011:0,appearance-ability:yelenabelova3:passive,102210401,1,1,1022104011,8,DODGE ↑,Dodge Rate increases by 30%.,,,false,"{""rawDescription"":""Dodge Rate increases by <b>30%</b>.""}"
appearance-ability:yelenabelova3:tier-2-passive:stage:102217601:0:effect:1022176011:0,appearance-ability:yelenabelova3:tier-2-passive,102217601,1,1,1022176011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 35%, increases Bonus Damage by 30%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>35%</b>, increases Bonus Damage by <b>30%</b>.""}"
appearance-ability:yelenabelova3:tier-2-passive:stage:102217601:0:effect:1022176012:1,appearance-ability:yelenabelova3:tier-2-passive,102217601,1,2,1022176012,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>30%</b>""}"
appearance-ability:yelenabelova3:uniform-passive:stage:102217501:0:effect:1022175011:0,appearance-ability:yelenabelova3:uniform-passive,102217501,1,1,1022175011,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 30% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>30%</b> when attacking.""}"
appearance-ability:yelenabelova3:uniform-passive:stage:102217501:0:effect:1022175012:1,appearance-ability:yelenabelova3:uniform-passive,102217501,1,2,1022175012,112,IGNORE DODGE,Ignores target's Dodge Rate by 20%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>20%</b>.""}"
appearance-ability:yelenabelova3:uniform-passive:stage:102217501:0:effect:1022175013:2,appearance-ability:yelenabelova3:uniform-passive,102217501,1,3,1022175013,314,Decreases all basic damage,Decreases basic damage received by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>30%</b>.""}"
appearance-ability:yellowjacket:leader-skill:stage:100522006:0:effect:1005220061:0,appearance-ability:yellowjacket:leader-skill,100522006,1,1,1005220061,264,PARALYZE,Paralyze,3,,false,"{""rawDescription"":""Paralyze""}"
appearance-ability:yellowjacket:passive:stage:100527101:0:effect:1005271011:0,appearance-ability:yellowjacket:passive,100527101,1,1,1005271011,261,MINIATURIZE,"Decreases character size by 35%, increases all Basic Attacks by 15% ^, all Basic Defenses by 0%.",,,false,"{""rawDescription"":""Decreases character size by <b>35%</b>, increases all Basic Attacks by <b>15%</b>^, all Basic Defenses by <b>0%</b>.""}"
appearance-ability:yellowjacket:passive:stage:100527101:0:effect:1005271012:1,appearance-ability:yellowjacket:passive,100527101,1,2,1005271012,6,CRITICAL RATE ↑,Critical Rate increases by 5%.,,,false,"{""rawDescription"":""Critical Rate increases by <b>5%</b>.""}"
appearance-ability:yellowjacket:tier-2-passive:stage:100527001:0:effect:1005270011:0,appearance-ability:yellowjacket:tier-2-passive,100527001,1,1,1005270011,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 20%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>20%</b>""}"
appearance-ability:yellowjacket:tier-2-passive:stage:100527001:0:effect:1005270012:1,appearance-ability:yellowjacket:tier-2-passive,100527001,1,2,1005270012,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 25%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>25%</b>""}"
appearance-ability:yellowjacket:tier-2-passive:stage:100527001:0:effect:1005270013:2,appearance-ability:yellowjacket:tier-2-passive,100527001,1,3,1005270013,7,CRITICAL DAMAGE ↑,Critical Damage increases by 20%.,,,false,"{""rawDescription"":""Critical Damage increases by <b>20%</b>.""}"
appearance-ability:yellowjacket1:leader-skill:stage:100522006:0:effect:1005220061:0,appearance-ability:yellowjacket1:leader-skill,100522006,1,1,1005220061,264,PARALYZE,Paralyze,3,,false,"{""rawDescription"":""Paralyze""}"
appearance-ability:yellowjacket1:passive:stage:100527101:0:effect:1005271011:0,appearance-ability:yellowjacket1:passive,100527101,1,1,1005271011,261,MINIATURIZE,"Decreases character size by 35%, increases all Basic Attacks by 15% ^, all Basic Defenses by 0%.",,,false,"{""rawDescription"":""Decreases character size by <b>35%</b>, increases all Basic Attacks by <b>15%</b>^, all Basic Defenses by <b>0%</b>.""}"
appearance-ability:yellowjacket1:passive:stage:100527101:0:effect:1005271012:1,appearance-ability:yellowjacket1:passive,100527101,1,2,1005271012,6,CRITICAL RATE ↑,Critical Rate increases by 5%.,,,false,"{""rawDescription"":""Critical Rate increases by <b>5%</b>.""}"
appearance-ability:yellowjacket1:tier-2-passive:stage:100527001:0:effect:1005270011:0,appearance-ability:yellowjacket1:tier-2-passive,100527001,1,1,1005270011,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 20%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>20%</b>""}"
appearance-ability:yellowjacket1:tier-2-passive:stage:100527001:0:effect:1005270012:1,appearance-ability:yellowjacket1:tier-2-passive,100527001,1,2,1005270012,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 25%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>25%</b>""}"
appearance-ability:yellowjacket1:tier-2-passive:stage:100527001:0:effect:1005270013:2,appearance-ability:yellowjacket1:tier-2-passive,100527001,1,3,1005270013,7,CRITICAL DAMAGE ↑,Critical Damage increases by 20%.,,,false,"{""rawDescription"":""Critical Damage increases by <b>20%</b>.""}"
appearance-ability:yellowjacket1:uniform-passive:stage:100525001:0:effect:1005250011:0,appearance-ability:yellowjacket1:uniform-passive,100525001,1,1,1005250011,299,Increases basic damage based on character's faction,Increases basic damage dealt to Hero faction by 25%.,,,false,"{""rawDescription"":""Increases basic damage dealt to <b>Hero</b> faction by <b>25%</b>.""}"
appearance-ability:yondu:leader-skill:stage:100462006:0:effect:1004620061:0,appearance-ability:yondu:leader-skill,100462006,1,1,1004620061,6,CRITICAL RATE ↑,Critical Rate increases by 7.8%.,,,false,"{""rawDescription"":""Critical Rate increases by <b>7.8%</b>.""}"
appearance-ability:yondu:passive:stage:100460401:0:effect:1004604011:0,appearance-ability:yondu:passive,100460401,1,1,1004604011,103,IGNORE DEFENSE,10% Ignore Defense,,,false,"{""rawDescription"":""<b>10%</b> Ignore Defense""}"
appearance-ability:yondu:tier-2-passive:stage:100460601:0:effect:1004606011:0,appearance-ability:yondu:tier-2-passive,100460601,1,1,1004606011,100,PHYSICAL ATK DAMAGE,Energy Damage: 63% of Physical Attack. Additional 24 Energy Damage.,,,false,"{""rawDescription"":""Energy Damage: <b>63%</b> of Physical Attack.<br>Additional <b>24</b> Energy Damage.""}"
appearance-ability:yondu1:leader-skill:stage:100462006:0:effect:1004620061:0,appearance-ability:yondu1:leader-skill,100462006,1,1,1004620061,6,CRITICAL RATE ↑,Critical Rate increases by 7.8%.,,,false,"{""rawDescription"":""Critical Rate increases by <b>7.8%</b>.""}"
appearance-ability:yondu1:passive:stage:100460401:0:effect:1004604011:0,appearance-ability:yondu1:passive,100460401,1,1,1004604011,103,IGNORE DEFENSE,10% Ignore Defense,,,false,"{""rawDescription"":""<b>10%</b> Ignore Defense""}"
appearance-ability:yondu1:tier-2-passive:stage:100460601:0:effect:1004606011:0,appearance-ability:yondu1:tier-2-passive,100460601,1,1,1004606011,100,PHYSICAL ATK DAMAGE,Energy Damage: 63% of Physical Attack. Additional 24 Energy Damage.,,,false,"{""rawDescription"":""Energy Damage: <b>63%</b> of Physical Attack.<br>Additional <b>24</b> Energy Damage.""}"
appearance-ability:yondu1:uniform-passive:stage:100465001:0:effect:1004650011:0,appearance-ability:yondu1:uniform-passive,100465001,1,1,1004650011,19,COOLDOWN DURATION ↓,Decreases Skill Cooldown by 50%.,10,,false,"{""rawDescription"":""Decreases Skill Cooldown by <b>50%</b>.""}"
appearance-ability:yondu2:leader-skill:stage:100462006:0:effect:1004620061:0,appearance-ability:yondu2:leader-skill,100462006,1,1,1004620061,6,CRITICAL RATE ↑,Critical Rate increases by 7.8%.,,,false,"{""rawDescription"":""Critical Rate increases by <b>7.8%</b>.""}"
appearance-ability:yondu2:passive:stage:100460401:0:effect:1004604011:0,appearance-ability:yondu2:passive,100460401,1,1,1004604011,103,IGNORE DEFENSE,10% Ignore Defense,,,false,"{""rawDescription"":""<b>10%</b> Ignore Defense""}"
appearance-ability:yondu2:tier-2-passive:stage:100460601:0:effect:1004606011:0,appearance-ability:yondu2:tier-2-passive,100460601,1,1,1004606011,100,PHYSICAL ATK DAMAGE,Energy Damage: 63% of Physical Attack. Additional 24 Energy Damage.,,,false,"{""rawDescription"":""Energy Damage: <b>63%</b> of Physical Attack.<br>Additional <b>24</b> Energy Damage.""}"
appearance-ability:yondu2:uniform-passive:stage:100465101:0:effect:1004651011:0,appearance-ability:yondu2:uniform-passive,100465101,1,1,1004651011,19,COOLDOWN DURATION ↓,Decreases Skill Cooldown by 50%.,10,,false,"{""rawDescription"":""Decreases Skill Cooldown by <b>50%</b>.""}"
appearance-ability:yondu3:leader-skill:stage:100462006:0:effect:1004620061:0,appearance-ability:yondu3:leader-skill,100462006,1,1,1004620061,6,CRITICAL RATE ↑,Critical Rate increases by 7.8%.,,,false,"{""rawDescription"":""Critical Rate increases by <b>7.8%</b>.""}"
appearance-ability:yondu3:passive:stage:100465201:0:effect:1004652011:0,appearance-ability:yondu3:passive,100465201,1,1,1004652011,299,Increases basic damage based on character's faction,Increases basic damage dealt to Villain faction by 50%.,,,false,"{""rawDescription"":""Increases basic damage dealt to <b>Villain</b> faction by <b>50%</b>.""}"
appearance-ability:yondu3:tier-2-passive:stage:100465301:0:effect:1004653011:0,appearance-ability:yondu3:tier-2-passive,100465301,1,1,1004653011,103,IGNORE DEFENSE,10% Ignore Defense,,,false,"{""rawDescription"":""<b>10%</b> Ignore Defense""}"
appearance-ability:yondu3:tier-2-passive:stage:100465301:0:effect:1004653012:1,appearance-ability:yondu3:tier-2-passive,100465301,1,2,1004653012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 20%, increases Bonus Damage by 20%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>20%</b>, increases Bonus Damage by <b>20%</b>.""}"
appearance-ability:yondu3:uniform-passive:stage:100464901:0:effect:1004649011:0,appearance-ability:yondu3:uniform-passive,100464901,1,1,1004649011,9,ALL BASIC ATTACKS INCREASE,Increases all Basic Attacks by 35%,,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>35%</b>""}"
appearance-ability:yondu3:uniform-passive:stage:100464901:0:effect:1004649012:1,appearance-ability:yondu3:uniform-passive,100464901,1,2,1004649012,377,Increases basic damage when attacking boss types,Increases basic damage dealt to boss types by 40%.,,,false,"{""rawDescription"":""Increases basic damage dealt to boss types by <b>40%</b>.""}"
appearance-ability:mephisto:leader-skill:stage:102442006:0:effect:1024420061:0,appearance-ability:mephisto:leader-skill,102442006,1,1,1024420061,206,Removes all Debuffs.,Removes all Debuffs.,11,,false,"{""rawDescription"":""Removes all Debuffs.""}"
appearance-ability:mephisto:leader-skill:stage:102442006:0:effect:1024420062:1,appearance-ability:mephisto:leader-skill,102442006,1,2,1024420062,265,FLAME DAMAGE ↑,Increases Flame Damage by 30%.,15,,false,"{""rawDescription"":""Increases Flame Damage by <b>30%</b>.""}"
appearance-ability:mephisto:passive:stage:102440401:0:effect:1024404011:0,appearance-ability:mephisto:passive,102440401,1,1,1024404011,253,REVIVE,Revive with 90% of Max HP,,,false,"{""rawDescription"":""Revive with <b>90%</b> of Max HP""}"
appearance-ability:mephisto:tier-2-passive:stage:102447001:0:effect:1024470011:0,appearance-ability:mephisto:tier-2-passive,102447001,1,1,1024470011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 35%, increases Bonus Damage by 30%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>35%</b>, increases Bonus Damage by <b>30%</b>.""}"
appearance-ability:mephisto:tier-2-passive:stage:102447001:0:effect:1024470012:1,appearance-ability:mephisto:tier-2-passive,102447001,1,2,1024470012,393,Demonize,Increases basic damage dealt to Hero faction by 30%. Effect cannot be removed.,,,false,"{""rawDescription"":""Increases basic damage dealt to <b>Hero</b> faction by <b>30%</b>. Effect cannot be removed.""}"
appearance-ability:mephisto:tier-2-passive:stage:102447001:0:effect:1024470013:2,appearance-ability:mephisto:tier-2-passive,102447001,1,3,1024470013,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
