id,appearance_id,kind,source_skill_type,source_skill_id,name,cooldown,target,activation,icon,sort_order,source_url,raw_data
appearance-ability:punisher1:tier-2-passive,punisher1,passive,Tier-2 Passive,100320901,One Man Army,0,,,icon_punisher_skill50,2,https://thanosvibs.money/api/characters/punisher1/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Noir"",""baseCharacter"":false,""sourceSkillId"":""100320901""}"
appearance-ability:punisher1:uniform-passive,punisher1,uniform_effect,Uniform Passive,100325001,Noir,30,,when dealing Critical Attack,punisher1,3,https://thanosvibs.money/api/characters/punisher1/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Noir"",""baseCharacter"":false,""sourceSkillId"":""100325001""}"
appearance-ability:punisher2:leader-skill,punisher2,leader,Leader Skill,100322006,Vigilante Justice,0,All Allies,,icon_punisher_skill20,0,https://thanosvibs.money/api/characters/punisher2/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""War Journal"",""baseCharacter"":false,""sourceSkillId"":""100322006""}"
appearance-ability:punisher2:passive,punisher2,passive,Passive,100320401,Pain Tolerance,0,,,icon_punisher_skill04,1,https://thanosvibs.money/api/characters/punisher2/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""War Journal"",""baseCharacter"":false,""sourceSkillId"":""100320401""}"
appearance-ability:punisher2:tier-2-passive,punisher2,passive,Tier-2 Passive,100320901,One Man Army,0,,,icon_punisher_skill50,2,https://thanosvibs.money/api/characters/punisher2/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""War Journal"",""baseCharacter"":false,""sourceSkillId"":""100320901""}"
appearance-ability:punisher2:uniform-passive,punisher2,uniform_effect,Uniform Passive,100325101,War Journal,20,,25 % chance when attacking,punisher2,3,https://thanosvibs.money/api/characters/punisher2/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""War Journal"",""baseCharacter"":false,""sourceSkillId"":""100325101""}"
appearance-ability:punisher3:leader-skill,punisher3,leader,Leader Skill,100322006,Vigilante Justice,0,All Allies,,icon_punisher_skill20,0,https://thanosvibs.money/api/characters/punisher3/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Marvel Studios' Daredevil"",""baseCharacter"":false,""sourceSkillId"":""100322006""}"
appearance-ability:punisher3:passive,punisher3,passive,Passive,100320401,Pain Tolerance,0,,,icon_punisher_skill04,1,https://thanosvibs.money/api/characters/punisher3/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Marvel Studios' Daredevil"",""baseCharacter"":false,""sourceSkillId"":""100320401""}"
appearance-ability:punisher3:tier-2-passive,punisher3,passive,Tier-2 Passive,100320901,One Man Army,0,,,icon_punisher_skill50,2,https://thanosvibs.money/api/characters/punisher3/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Marvel Studios' Daredevil"",""baseCharacter"":false,""sourceSkillId"":""100320901""}"
appearance-ability:punisher3:uniform-passive,punisher3,uniform_effect,Uniform Passive,100325201,Marvel Studios' Daredevil,20,,5 % chance when attacking,punisher3,3,https://thanosvibs.money/api/characters/punisher3/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Marvel Studios' Daredevil"",""baseCharacter"":false,""sourceSkillId"":""100325201""}"
appearance-ability:punisher4:leader-skill,punisher4,leader,Leader Skill,100322006,Vigilante Justice,0,All Allies,,icon_punisher_skill20,0,https://thanosvibs.money/api/characters/punisher4/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Marvel Legacy"",""baseCharacter"":false,""sourceSkillId"":""100322006""}"
appearance-ability:punisher4:passive,punisher4,passive,Passive,100324401,Pain Tolerance,0,,,icon_punisher_skill04,1,https://thanosvibs.money/api/characters/punisher4/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Marvel Legacy"",""baseCharacter"":false,""sourceSkillId"":""100324401""}"
appearance-ability:punisher4:tier-2-passive,punisher4,passive,Tier-2 Passive,100320901,One Man Army,0,,,icon_punisher_skill50,2,https://thanosvibs.money/api/characters/punisher4/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Marvel Legacy"",""baseCharacter"":false,""sourceSkillId"":""100320901""}"
appearance-ability:punisher4:uniform-passive,punisher4,uniform_effect,Uniform Passive,100325301,Marvel Legacy,0,,,punisher4,3,https://thanosvibs.money/api/characters/punisher4/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Marvel Legacy"",""baseCharacter"":false,""sourceSkillId"":""100325301""}"
appearance-ability:punisher5:leader-skill,punisher5,leader,Leader Skill,100322006,Vigilante Justice,0,All Allies,,icon_punisher_skill20,0,https://thanosvibs.money/api/characters/punisher5/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Cosmic Ghost Rider"",""baseCharacter"":false,""sourceSkillId"":""100322006""}"
appearance-ability:punisher5:passive,punisher5,passive,Passive,100324401,Pain Tolerance,0,,,icon_punisher_skill04,1,https://thanosvibs.money/api/characters/punisher5/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Cosmic Ghost Rider"",""baseCharacter"":false,""sourceSkillId"":""100324401""}"
appearance-ability:punisher5:tier-2-passive,punisher5,passive,Tier-2 Passive,100320901,One Man Army,0,,,icon_punisher_skill50,2,https://thanosvibs.money/api/characters/punisher5/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Cosmic Ghost Rider"",""baseCharacter"":false,""sourceSkillId"":""100320901""}"
appearance-ability:punisher5:uniform-passive,punisher5,uniform_effect,Uniform Passive,100324301,Cosmic Ghost Rider,0,,,punisher5,3,https://thanosvibs.money/api/characters/punisher5/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Cosmic Ghost Rider"",""baseCharacter"":false,""sourceSkillId"":""100324301""}"
appearance-ability:punisher6:leader-skill,punisher6,leader,Leader Skill,100329206,Vigilante Justice,0,All Allies,,icon_punisher_skill30,0,https://thanosvibs.money/api/characters/punisher6/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Fist of the Beast"",""baseCharacter"":false,""sourceSkillId"":""100329206""}"
appearance-ability:punisher6:passive,punisher6,passive,Passive,100328601,Eyes of the Beast,0,,,icon_punisher_skill25,1,https://thanosvibs.money/api/characters/punisher6/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Fist of the Beast"",""baseCharacter"":false,""sourceSkillId"":""100328601""}"
appearance-ability:punisher6:tier-2-passive,punisher6,passive,Tier-2 Passive,100328701,Dark Awakening,0,,,icon_punisher_skill29,2,https://thanosvibs.money/api/characters/punisher6/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Fist of the Beast"",""baseCharacter"":false,""sourceSkillId"":""100328701""}"
appearance-ability:punisher6:uniform-passive,punisher6,uniform_effect,Uniform Passive,100328801,Fist of the Beast,0,,,punisher6,3,https://thanosvibs.money/api/characters/punisher6/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Fist of the Beast"",""baseCharacter"":false,""sourceSkillId"":""100328801""}"
appearance-ability:punisher7:leader-skill,punisher7,leader,Leader Skill,100329206,Vigilante Justice,0,All Allies,,icon_punisher_skill30,0,https://thanosvibs.money/api/characters/punisher7/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Marvel Television's Daredevil: Born Again"",""baseCharacter"":false,""sourceSkillId"":""100329206""}"
appearance-ability:punisher7:passive,punisher7,passive,Passive,100328601,Eyes of the Beast,0,,,icon_punisher_skill25,1,https://thanosvibs.money/api/characters/punisher7/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Marvel Television's Daredevil: Born Again"",""baseCharacter"":false,""sourceSkillId"":""100328601""}"
appearance-ability:punisher7:tier-2-passive,punisher7,passive,Tier-2 Passive,100328701,Dark Awakening,0,,,icon_punisher_skill29,2,https://thanosvibs.money/api/characters/punisher7/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Marvel Television's Daredevil: Born Again"",""baseCharacter"":false,""sourceSkillId"":""100328701""}"
appearance-ability:punisher7:uniform-passive,punisher7,uniform_effect,Uniform Passive,120320901,Marvel Television's Daredevil: Born Again,0,,,punisher7,3,https://thanosvibs.money/api/characters/punisher7/skills,"{""character"":""Punisher"",""characterId"":""punisher"",""uniform"":""Marvel Television's Daredevil: Born Again"",""baseCharacter"":false,""sourceSkillId"":""120320901""}"
appearance-ability:quasar:leader-skill,quasar,leader,Leader Skill,101492006,New Quasar,0,All Allies,,icon_quasar_skill20,0,https://thanosvibs.money/api/characters/quasar/skills,"{""character"":""Quasar (Avril Kincaid)"",""characterId"":""quasaravrilkincaid"",""uniform"":""All-New, All-Different"",""baseCharacter"":true,""sourceSkillId"":""101492006""}"
appearance-ability:quasar:passive,quasar,passive,Passive,101490401,Quantum Shield,6,,when hit,icon_quasar_skill04,1,https://thanosvibs.money/api/characters/quasar/skills,"{""character"":""Quasar (Avril Kincaid)"",""characterId"":""quasaravrilkincaid"",""uniform"":""All-New, All-Different"",""baseCharacter"":true,""sourceSkillId"":""101490401""}"
appearance-ability:quasar:tier-2-passive,quasar,passive,Tier-2 Passive,101497001,Power of the Quantum Bands,0,,,icon_quasar_skill70,2,https://thanosvibs.money/api/characters/quasar/skills,"{""character"":""Quasar (Avril Kincaid)"",""characterId"":""quasaravrilkincaid"",""uniform"":""All-New, All-Different"",""baseCharacter"":true,""sourceSkillId"":""101497001""}"
appearance-ability:quasar1:leader-skill,quasar1,leader,Leader Skill,101492006,New Quasar,0,All Allies,,icon_quasar_skill20,0,https://thanosvibs.money/api/characters/quasar1/skills,"{""character"":""Quasar (Avril Kincaid)"",""characterId"":""quasaravrilkincaid"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""101492006""}"
appearance-ability:quasar1:passive,quasar1,passive,Passive,101493701,Quantum Shield,15,,when debuffed,icon_quasar_skill04,1,https://thanosvibs.money/api/characters/quasar1/skills,"{""character"":""Quasar (Avril Kincaid)"",""characterId"":""quasaravrilkincaid"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""101493701""}"
appearance-ability:quasar1:tier-2-passive,quasar1,passive,Tier-2 Passive,101493901,Power of the Quantum Bands,0,,,icon_quasar_skill70,2,https://thanosvibs.money/api/characters/quasar1/skills,"{""character"":""Quasar (Avril Kincaid)"",""characterId"":""quasaravrilkincaid"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""101493901""}"
appearance-ability:quasar1:uniform-passive,quasar1,uniform_effect,Uniform Passive,101495001,Classic,7,,by default and reactivates 7 sec. after removed,quasar1,3,https://thanosvibs.money/api/characters/quasar1/skills,"{""character"":""Quasar (Avril Kincaid)"",""characterId"":""quasaravrilkincaid"",""uniform"":""Classic"",""baseCharacter"":false,""sourceSkillId"":""101495001""}"
appearance-ability:rachelsummers:leader-skill,rachelsummers,leader,Leader Skill,102022006,Mental Enhancement,0,All Allies,,icon_rachelsummers_skill20,0,https://thanosvibs.money/api/characters/rachelsummers/skills,"{""character"":""Rachel Summers"",""characterId"":""rachelsummers"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102022006""}"
appearance-ability:rachelsummers:passive,rachelsummers,passive,Passive,102027401,Inherited power,0,,,icon_rachelsummers_skill04,1,https://thanosvibs.money/api/characters/rachelsummers/skills,"{""character"":""Rachel Summers"",""characterId"":""rachelsummers"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102027401""}"
appearance-ability:rachelsummers:tier-2-passive,rachelsummers,passive,Tier-2 Passive,102027001,Phoenix Aura,0,,,icon_rachelsummers_skill70,2,https://thanosvibs.money/api/characters/rachelsummers/skills,"{""character"":""Rachel Summers"",""characterId"":""rachelsummers"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102027001""}"
appearance-ability:rachelsummers1:leader-skill,rachelsummers1,leader,Leader Skill,102022706,Phoenix's Majesty,0,Phoenix Force Allies,,icon_rachelsummers_skill11,0,https://thanosvibs.money/api/characters/rachelsummers1/skills,"{""character"":""Rachel Summers"",""characterId"":""rachelsummers"",""uniform"":""X-Men: Days of Future Past"",""baseCharacter"":false,""sourceSkillId"":""102022706""}"
appearance-ability:rachelsummers1:passive,rachelsummers1,passive,Passive,102027401,Inherited power,0,,,icon_rachelsummers_skill04,1,https://thanosvibs.money/api/characters/rachelsummers1/skills,"{""character"":""Rachel Summers"",""characterId"":""rachelsummers"",""uniform"":""X-Men: Days of Future Past"",""baseCharacter"":false,""sourceSkillId"":""102027401""}"
appearance-ability:rachelsummers1:tier-2-passive,rachelsummers1,passive,Tier-2 Passive,102023001,Phoenix Aura,0,,,icon_rachelsummers_skill70,2,https://thanosvibs.money/api/characters/rachelsummers1/skills,"{""character"":""Rachel Summers"",""characterId"":""rachelsummers"",""uniform"":""X-Men: Days of Future Past"",""baseCharacter"":false,""sourceSkillId"":""102023001""}"
appearance-ability:rachelsummers1:uniform-passive,rachelsummers1,uniform_effect,Uniform Passive,102022901,X-Men: Days of Future Past,0,,,rachelsummers1,3,https://thanosvibs.money/api/characters/rachelsummers1/skills,"{""character"":""Rachel Summers"",""characterId"":""rachelsummers"",""uniform"":""X-Men: Days of Future Past"",""baseCharacter"":false,""sourceSkillId"":""102022901""}"
appearance-ability:redhulk:leader-skill,redhulk,leader,Leader Skill,100252006,Ignite,0,All Allies,,icon_redhulk_skill20,0,https://thanosvibs.money/api/characters/redhulk/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""100252006""}"
appearance-ability:redhulk:passive,redhulk,passive,Passive,100253001,Absorb Radiation,10,,35 % chance when attacking,icon_redhulk_skill04,1,https://thanosvibs.money/api/characters/redhulk/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""100253001""}"
appearance-ability:redhulk:tier-2-passive,redhulk,passive,Tier-2 Passive,100251501,Overheat,0,,,icon_redhulk_skill70,2,https://thanosvibs.money/api/characters/redhulk/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""100251501""}"
appearance-ability:redhulk1:leader-skill,redhulk1,leader,Leader Skill,100252006,Ignite,0,All Allies,,icon_redhulk_skill20,0,https://thanosvibs.money/api/characters/redhulk1/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Marvel NOW!"",""baseCharacter"":false,""sourceSkillId"":""100252006""}"
appearance-ability:redhulk1:passive,redhulk1,passive,Passive,100253001,Absorb Radiation,10,,35 % chance when attacking,icon_redhulk_skill04,1,https://thanosvibs.money/api/characters/redhulk1/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Marvel NOW!"",""baseCharacter"":false,""sourceSkillId"":""100253001""}"
appearance-ability:redhulk1:tier-2-passive,redhulk1,passive,Tier-2 Passive,100251501,Overheat,0,,,icon_redhulk_skill70,2,https://thanosvibs.money/api/characters/redhulk1/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Marvel NOW!"",""baseCharacter"":false,""sourceSkillId"":""100251501""}"
appearance-ability:redhulk1:uniform-passive,redhulk1,uniform_effect,Uniform Passive,100255001,Marvel NOW!,7,,when HP is below 50 %,redhulk1,3,https://thanosvibs.money/api/characters/redhulk1/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Marvel NOW!"",""baseCharacter"":false,""sourceSkillId"":""100255001""}"
appearance-ability:redhulk2:leader-skill,redhulk2,leader,Leader Skill,100255506,Ignite,0,All Allies,,icon_redhulk_skill20,0,https://thanosvibs.money/api/characters/redhulk2/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Symbiote of Vengeance"",""baseCharacter"":false,""sourceSkillId"":""100255506""}"
appearance-ability:redhulk2:passive,redhulk2,passive,Passive,100252201,Absorb Radiation,1,,when HP is below 99 %,icon_redhulk_skill04,1,https://thanosvibs.money/api/characters/redhulk2/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Symbiote of Vengeance"",""baseCharacter"":false,""sourceSkillId"":""100252201""}"
appearance-ability:redhulk2:tier-2-passive,redhulk2,passive,Tier-2 Passive,100251501,Overheat,0,,,icon_redhulk_skill70,2,https://thanosvibs.money/api/characters/redhulk2/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Symbiote of Vengeance"",""baseCharacter"":false,""sourceSkillId"":""100251501""}"
appearance-ability:redhulk2:uniform-passive,redhulk2,uniform_effect,Uniform Passive,100255101,Symbiote of Vengeance,0,,,redhulk2,3,https://thanosvibs.money/api/characters/redhulk2/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Symbiote of Vengeance"",""baseCharacter"":false,""sourceSkillId"":""100255101""}"
appearance-ability:redhulk3:leader-skill,redhulk3,leader,Leader Skill,100255506,Ignite,0,All Allies,,icon_redhulk_skill20,0,https://thanosvibs.money/api/characters/redhulk3/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Marvel Studios' Captain America: Brave New World"",""baseCharacter"":false,""sourceSkillId"":""100255506""}"
appearance-ability:redhulk3:passive,redhulk3,passive,Passive,100255601,President's Doctor,1,,when HP is below 99 % | when HP is below 33 %,icon_redhulk_skill18,1,https://thanosvibs.money/api/characters/redhulk3/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Marvel Studios' Captain America: Brave New World"",""baseCharacter"":false,""sourceSkillId"":""100255601""}"
appearance-ability:redhulk3:tier-2-passive,redhulk3,passive,Tier-2 Passive,100255901,Executive Order,0,,,icon_redhulk_skill19,2,https://thanosvibs.money/api/characters/redhulk3/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Marvel Studios' Captain America: Brave New World"",""baseCharacter"":false,""sourceSkillId"":""100255901""}"
appearance-ability:redhulk3:uniform-passive,redhulk3,uniform_effect,Uniform Passive,100255801,Marvel Studios' Captain America: Brave New World,0,All Allies,,redhulk3,3,https://thanosvibs.money/api/characters/redhulk3/skills,"{""character"":""Red Hulk"",""characterId"":""redhulk"",""uniform"":""Marvel Studios' Captain America: Brave New World"",""baseCharacter"":false,""sourceSkillId"":""100255801""}"
appearance-ability:redshehulk:leader-skill,redshehulk,leader,Leader Skill,102272006,Red Rage,0,All Allies,,icon_redshehulk_skill20,0,https://thanosvibs.money/api/characters/redshehulk/skills,"{""character"":""Red She-Hulk"",""characterId"":""redshehulk"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102272006""}"
appearance-ability:redshehulk:passive,redshehulk,passive,Passive,102271401,Angered Tenacity,0,All Allies,,icon_redshehulk_skill04,1,https://thanosvibs.money/api/characters/redshehulk/skills,"{""character"":""Red She-Hulk"",""characterId"":""redshehulk"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102271401""}"
appearance-ability:redshehulk:tier-2-passive,redshehulk,passive,Tier-2 Passive,102277001,Precise Destruction,0,,,icon_redshehulk_skill70,2,https://thanosvibs.money/api/characters/redshehulk/skills,"{""character"":""Red She-Hulk"",""characterId"":""redshehulk"",""uniform"":""Modern"",""baseCharacter"":true,""sourceSkillId"":""102277001""}"
appearance-ability:rescue:leader-skill,rescue,leader,Leader Skill,101912006,Rescue Armor,10,All Allies,when HP is below 30 %,icon_rescue_skill20,0,https://thanosvibs.money/api/characters/rescue/skills,"{""character"":""Rescue"",""characterId"":""rescue"",""uniform"":""Marvel Studios' Avengers: Endgame"",""baseCharacter"":true,""sourceSkillId"":""101912006""}"
appearance-ability:rescue:passive,rescue,passive,Passive,101910401,Life Support System,1,,when HP is below 99 %,icon_rescue_skill04,1,https://thanosvibs.money/api/characters/rescue/skills,"{""character"":""Rescue"",""characterId"":""rescue"",""uniform"":""Marvel Studios' Avengers: Endgame"",""baseCharacter"":true,""sourceSkillId"":""101910401""}"
appearance-ability:rescue:tier-2-passive,rescue,passive,Tier-2 Passive,101917001,Repulsor Tech,0,,,icon_rescue_skill70,2,https://thanosvibs.money/api/characters/rescue/skills,"{""character"":""Rescue"",""characterId"":""rescue"",""uniform"":""Marvel Studios' Avengers: Endgame"",""baseCharacter"":true,""sourceSkillId"":""101917001""}"
appearance-ability:rescue1:leader-skill,rescue1,leader,Leader Skill,101914806,Rescue Armor,10,All Allies,when HP is below 99 %,icon_rescue_skill20,0,https://thanosvibs.money/api/characters/rescue1/skills,"{""character"":""Rescue"",""characterId"":""rescue"",""uniform"":""3099"",""baseCharacter"":false,""sourceSkillId"":""101914806""}"
appearance-ability:rescue1:passive,rescue1,passive,Passive,101910401,Life Support System,1,,when HP is below 99 %,icon_rescue_skill04,1,https://thanosvibs.money/api/characters/rescue1/skills,"{""character"":""Rescue"",""characterId"":""rescue"",""uniform"":""3099"",""baseCharacter"":false,""sourceSkillId"":""101910401""}"
appearance-ability:rescue1:tier-2-passive,rescue1,passive,Tier-2 Passive,101917101,Repulsor Tech,0,,,icon_rescue_skill70,2,https://thanosvibs.money/api/characters/rescue1/skills,"{""character"":""Rescue"",""characterId"":""rescue"",""uniform"":""3099"",""baseCharacter"":false,""sourceSkillId"":""101917101""}"
appearance-ability:rescue1:uniform-passive,rescue1,uniform_effect,Uniform Passive,101915001,3099,0,All Allies,,rescue1,3,https://thanosvibs.money/api/characters/rescue1/skills,"{""character"":""Rescue"",""characterId"":""rescue"",""uniform"":""3099"",""baseCharacter"":false,""sourceSkillId"":""101915001""}"
appearance-ability:rescue2:leader-skill,rescue2,leader,Leader Skill,101914806,Rescue Armor,10,All Allies,when HP is below 99 %,icon_rescue_skill20,0,https://thanosvibs.money/api/characters/rescue2/skills,"{""character"":""Rescue"",""characterId"":""rescue"",""uniform"":""Invincible Iron Man"",""baseCharacter"":false,""sourceSkillId"":""101914806""}"
appearance-ability:rescue2:passive,rescue2,passive,Passive,101910401,Life Support System,1,,when HP is below 99 %,icon_rescue_skill04,1,https://thanosvibs.money/api/characters/rescue2/skills,"{""character"":""Rescue"",""characterId"":""rescue"",""uniform"":""Invincible Iron Man"",""baseCharacter"":false,""sourceSkillId"":""101910401""}"
appearance-ability:rescue2:tier-2-passive,rescue2,passive,Tier-2 Passive,101916801,Safety Secured,0,,,icon_rescue_skill70,2,https://thanosvibs.money/api/characters/rescue2/skills,"{""character"":""Rescue"",""characterId"":""rescue"",""uniform"":""Invincible Iron Man"",""baseCharacter"":false,""sourceSkillId"":""101916801""}"
appearance-ability:rescue2:uniform-passive,rescue2,uniform_effect,Uniform Passive,101916701,Invincible Iron Man,0,All Allies,,rescue2,3,https://thanosvibs.money/api/characters/rescue2/skills,"{""character"":""Rescue"",""characterId"":""rescue"",""uniform"":""Invincible Iron Man"",""baseCharacter"":false,""sourceSkillId"":""101916701""}"
appearance-ability:rhino:leader-skill,rhino,leader,Leader Skill,101332006,Razor Sharp Horn,0,All Allies,,icon_rhino_skill20,0,https://thanosvibs.money/api/characters/rhino/skills,"{""character"":""Rhino"",""characterId"":""rhino"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""101332006""}"
appearance-ability:rhino:passive,rhino,passive,Passive,101337101,Rhino Hide,0,,,icon_rhino_skill04,1,https://thanosvibs.money/api/characters/rhino/skills,"{""character"":""Rhino"",""characterId"":""rhino"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""101337101""}"
appearance-ability:rhino:tier-2-passive,rhino,passive,Tier-2 Passive,101337001,Rhino Stampede,0,,,icon_rhino_skill70,2,https://thanosvibs.money/api/characters/rhino/skills,"{""character"":""Rhino"",""characterId"":""rhino"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""101337001""}"
appearance-ability:rhino1:leader-skill,rhino1,leader,Leader Skill,101332006,Razor Sharp Horn,0,All Allies,,icon_rhino_skill20,0,https://thanosvibs.money/api/characters/rhino1/skills,"{""character"":""Rhino"",""characterId"":""rhino"",""uniform"":""Uncanny Spider-Man"",""baseCharacter"":false,""sourceSkillId"":""101332006""}"
appearance-ability:rhino1:passive,rhino1,passive,Passive,101332101,Rhino Hide,0,,,icon_rhino_skill11,1,https://thanosvibs.money/api/characters/rhino1/skills,"{""character"":""Rhino"",""characterId"":""rhino"",""uniform"":""Uncanny Spider-Man"",""baseCharacter"":false,""sourceSkillId"":""101332101""}"
appearance-ability:rhino1:tier-2-passive,rhino1,passive,Tier-2 Passive,101332201,Rhino Stampede,10,,by default and reactivates 10 sec. after removed,icon_rhino_skill12,2,https://thanosvibs.money/api/characters/rhino1/skills,"{""character"":""Rhino"",""characterId"":""rhino"",""uniform"":""Uncanny Spider-Man"",""baseCharacter"":false,""sourceSkillId"":""101332201""}"
appearance-ability:rhino1:uniform-passive,rhino1,uniform_effect,Uniform Passive,101332301,Uncanny Spider-Man,0,Super Villain Allies,,rhino1,3,https://thanosvibs.money/api/characters/rhino1/skills,"{""character"":""Rhino"",""characterId"":""rhino"",""uniform"":""Uncanny Spider-Man"",""baseCharacter"":false,""sourceSkillId"":""101332301""}"
appearance-ability:rocketraccoon:leader-skill,rocketraccoon,leader,Leader Skill,100052006,Cunning Tactician,10,All Allies,when dealing Critical Attack,icon_raccoon_skill20,0,https://thanosvibs.money/api/characters/rocketraccoon/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Guardians of the Galaxy"",""baseCharacter"":true,""sourceSkillId"":""100052006""}"
appearance-ability:rocketraccoon:passive,rocketraccoon,passive,Passive,100050401,Reload,1,,25 % rate when Covering Fire skill is used,icon_raccoon_skill04,1,https://thanosvibs.money/api/characters/rocketraccoon/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Guardians of the Galaxy"",""baseCharacter"":true,""sourceSkillId"":""100050401""}"
appearance-ability:rocketraccoon:tier-2-passive,rocketraccoon,passive,Tier-2 Passive,100050901,Weapons Specialist,0,,,icon_raccoon_skill09,2,https://thanosvibs.money/api/characters/rocketraccoon/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""Guardians of the Galaxy"",""baseCharacter"":true,""sourceSkillId"":""100050901""}"
appearance-ability:rocketraccoon1:leader-skill,rocketraccoon1,leader,Leader Skill,100052006,Cunning Tactician,10,All Allies,when dealing Critical Attack,icon_raccoon_skill20,0,https://thanosvibs.money/api/characters/rocketraccoon1/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""100052006""}"
appearance-ability:rocketraccoon1:passive,rocketraccoon1,passive,Passive,100051001,Reload,1,,25 % rate when Covering Fire skill is used,icon_raccoon_skill04,1,https://thanosvibs.money/api/characters/rocketraccoon1/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""100051001""}"
appearance-ability:rocketraccoon1:tier-2-passive,rocketraccoon1,passive,Tier-2 Passive,100050901,Weapons Specialist,0,,,icon_raccoon_skill09,2,https://thanosvibs.money/api/characters/rocketraccoon1/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""100050901""}"
appearance-ability:rocketraccoon1:uniform-passive,rocketraccoon1,uniform_effect,Uniform Passive,100055001,"All-New, All-Different",0,,,rocketraccoon1,3,https://thanosvibs.money/api/characters/rocketraccoon1/skills,"{""character"":""Rocket Raccoon"",""characterId"":""rocketraccoon"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""100055001""}"
